asset,beta_bri,year,br,compounded_xret,rank_beta,rank_br,ch4mkt_beta,ch4smb_beta,ch4vmg_beta,ch4pmo_beta,soe
300470,0.003849565,2018,1.10E-05,0.256944657,0.053921569,-0.504901961,1.00751581,0.182381344,-0.053283365,0.187071479,1
300470,0.026103851,2019,2.07E-05,0.214004115,0.46875,0.247596154,1.045669325,0.398343038,0.194140364,-0.412108956,1
300471,0.0075174,2016,2.33E-05,-0.546516409,0.04361874,0.237479806,1.177116603,1.439249716,0.182786572,-0.443209258,0
300471,-0.006223694,2017,1.13E-05,0.507913759,-0.676165803,-0.569948187,1.398254677,0.772846108,-1.014066828,0.249039581,0
300471,0.016311634,2018,1.07E-05,-0.23991401,0.387254902,-0.571078431,1.439637294,2.660849882,1.405433455,-0.443603992,0
300476,-0.002719607,2017,1.34E-05,-0.266474873,-0.411917098,-0.284974093,0.969693777,0.48386742,-1.186886205,0.083380049,0
300476,-0.0256497,2018,1.23E-05,1.098058094,-0.602941176,-0.279411765,1.016242867,-0.330407846,-1.280828454,-0.192297656,0
300477,0.149635966,2016,1.42E-05,0.012146592,0.980613893,-0.198707593,0.638106899,2.068898435,0.119243606,-0.397749062,0
300477,0.011206156,2017,1.32E-05,-0.217229724,0.777202073,-0.305699482,1.027308698,0.670841206,-0.3100294,0.049199976,0
300477,-0.130754276,2018,1.29E-05,0.147618996,-0.99754902,-0.230392157,0.834357287,0.915799447,0.592889218,-0.603102195,0
300477,-0.106502768,2019,1.07E-05,-0.03430834,-0.971153846,-0.408653846,0.784148483,0.99759823,-0.520377834,0.949754534,0
300481,0.243578798,2016,1.63E-05,-0.40068339,1,-0.069466882,1.311712243,2.440957164,0.56166646,-0.111287983,0
300481,0.021554616,2017,1.55E-05,0.078193537,0.940414508,-0.17357513,0.903961142,0.265182943,-2.039229353,0.126748099,0
300481,0.012817275,2018,1.50E-05,0.507562523,0.299019608,-0.105392157,1.06307731,0.976613518,-0.122228573,-0.090790564,0
300481,-0.09510259,2019,1.30E-05,0.185989752,-0.949519231,-0.165865385,1.2852648,0.443336291,-0.765473107,0.056930871,0
300489,0.012509575,2016,1.56E-05,-0.403693926,0.137318255,-0.098546042,1.073187718,1.299288288,-1.303796576,-0.035814587,0
300489,0.003545425,2017,3.65E-05,0.188438895,0.357512953,0.507772021,1.133235223,2.011382981,-0.039091217,-0.014047124,0
300489,0.008221038,2018,2.64E-05,1.687680429,0.196078431,0.352941176,1.176656244,1.851931585,0.404273855,0.019330409,0
300489,0.03855548,2019,1.19E-05,-0.299768122,0.634615385,-0.240384615,0.918052587,1.376256425,-0.019867463,-0.498245587,0
300490,0.112834588,2017,2.99E-05,-0.444771995,1,0.349740933,0.76591839,2.09250704,-0.329162572,-0.730938299,0
300490,0.046809486,2018,2.77E-05,-0.225025545,0.818627451,0.384803922,1.202782788,0.757863277,-0.290792669,-0.082020309,0
300490,-0.010360488,2019,4.05E-05,0.987948372,-0.1875,0.716346154,1.185888819,1.629616984,0.084995512,0.534529637,0
300491,-0.043101359,2019,1.15E-05,0.165174903,-0.680288462,-0.262019231,1.118646135,1.472476191,0.059639667,-0.131184883,0
300497,-0.080286255,2019,9.26E-06,-0.366888254,-0.918269231,-0.677884615,1.001982138,0.785318887,0.576822731,-0.702470063,0
300509,-0.004954076,2019,1.50E-05,-0.119529261,-0.050480769,-0.072115385,0.894377703,1.016102653,0.139495922,0.329461877,0
300510,0.065422018,2019,1.51E-05,0.343243665,0.834134615,-0.067307692,1.125308375,1.157340877,-0.809157926,0.081623321,1
300511,0.000674211,2017,1.03E-05,-0.09465948,-0.012953368,-0.730569948,1.156042154,1.057177171,-0.451004369,0.01227439,0
300511,0.008032928,2018,1.01E-05,0.587342812,0.183823529,-0.671568627,1.193021783,1.295620841,0.224698777,0.13524558,0
300511,0.009591161,2019,1.01E-05,-0.349989249,0.204326923,-0.519230769,1.100630196,0.232768282,0.76791976,-0.95079759,0
300512,0.000365814,2017,2.82E-05,-0.22613668,-0.046632124,0.310880829,1.268053202,1.708889711,0.443789501,0.454700031,0
300512,-0.024736353,2018,2.61E-05,-0.073593709,-0.590686275,0.340686275,0.895930386,0.943384618,-0.675231952,0.269231825,0
300512,-0.057727257,2019,2.14E-05,0.213442473,-0.831730769,0.290865385,0.75056126,0.920218235,-0.23340131,0.120822473,0
300515,0.010158913,2017,2.72E-05,0.018293613,0.756476684,0.277202073,1.369633862,0.92635636,-0.751757061,0.745166866,0
300515,-0.055715312,2018,1.17E-05,0.035406848,-0.894607843,-0.375,1.277528838,0.820910892,-0.430266887,0.265663542,0
300516,0.004131176,2017,1.35E-05,-0.013621474,0.42746114,-0.28238342,0.998936608,1.436911033,-0.526484997,0.148351078,1
300517,-0.000711683,2017,1.26E-05,-0.280194164,-0.194300518,-0.380829016,0.772260542,1.478098872,-0.163302456,0.339711277,0
300517,-0.041009688,2018,2.40E-05,0.056614355,-0.789215686,0.237745098,1.001009765,2.05952095,1.084352803,-0.264735286,0
300523,-0.00677869,2017,1.73E-05,-0.148303369,-0.696891192,-0.124352332,0.886858559,-0.466634143,-2.297299638,-1.01549693,1
300523,0.01941977,2018,3.07E-05,0.2902849,0.443627451,0.448529412,0.842672109,-0.520421513,-1.468869885,0.293525515,1
300523,-0.021428341,2019,1.23E-05,-0.487764716,-0.387019231,-0.221153846,0.918336867,0.266424209,-0.62269153,-0.043261689,1
300526,-0.372186529,2017,1.22E-05,0.005009886,-1,-0.422279793,1.604150021,1.82066611,-0.352138611,-0.179612755,0
300526,0.014475491,2018,2.23E-05,7.414551541,0.335784314,0.161764706,1.09290202,0.84490841,-0.620495881,0.661709985,0
300527,-0.026566763,2018,4.32E-05,-0.149513517,-0.615196078,0.671568627,1.254374637,0.746808946,-0.565240589,-0.166708066,1
300527,-0.044627193,2019,4.03E-05,-0.002369429,-0.697115385,0.711538462,0.860984401,0.989001359,-0.742511527,0.821520294,1
300534,0.0360995,2017,2.61E-05,-0.276489714,0.987046632,0.240932642,1.673231327,1.057991178,-0.41599982,0.30142257,1
300534,0.007997458,2018,1.26E-05,-0.005347867,0.181372549,-0.257352941,1.210085506,1.891405675,0.501388042,-0.565795598,1
300534,-0.002047922,2019,9.77E-06,0.083992673,0.002403846,-0.574519231,1.059953849,0.748362528,0.270331971,-0.342125372,1
300535,-0.029705817,2018,1.42E-05,-0.147193459,-0.666666667,-0.142156863,1.02128473,1.089194431,-0.040050942,0.06437909,0
300540,0.014430838,2017,1.80E-05,0.1298124,0.849740933,-0.103626943,0.89098628,1.67005066,-0.271634987,-0.043818508,0
300541,-0.010355185,2018,1.39E-05,0.427337086,-0.343137255,-0.161764706,1.312925976,-0.303419735,-1.745910046,0.631622837,0
300542,-0.007699702,2017,2.43E-05,0.18655075,-0.733160622,0.176165803,0.733908896,1.393598656,-1.321545067,-0.346448859,0
300546,0.002853158,2018,2.58E-05,-0.053552899,0.031862745,0.328431373,0.892501935,0.633337561,-0.639644881,-0.112648218,0
300546,0.04511326,2019,2.17E-05,-0.273731341,0.701923077,0.302884615,1.148185341,0.548451288,-1.239130646,0.327449041,0
300552,-0.050251279,2019,2.09E-05,-0.215908576,-0.762019231,0.259615385,1.207998695,0.30482973,-1.180946701,-0.648959421,0
300556,0.01807112,2019,2.03E-05,0.104380513,0.348557692,0.223557692,1.162876194,1.085496085,-0.519199941,0.357998065,0
300558,-0.000206832,2017,9.44E-06,-0.264094872,-0.116580311,-0.81865285,0.809543394,-0.250778957,-1.225723063,-0.471020492,0
300573,0.381041085,2019,2.30E-05,-0.040966794,1,0.355769231,1.165820825,0.424937269,0.21744141,-0.345704541,0
300579,-0.08639567,2019,2.28E-05,0.15059221,-0.935096154,0.348557692,1.099377326,0.520162519,-1.527229638,-0.659231607,1
300587,0.012859268,2018,2.83E-05,0.301129723,0.306372549,0.401960784,0.825545479,0.520542338,0.207611403,-0.751528736,0
300587,0.009985922,2019,2.98E-05,1.108664766,0.216346154,0.53125,0.526956579,0.762412974,-0.468813526,0.166056358,0
300589,0.096517584,2018,6.54E-05,-0.128966262,0.977941176,0.87254902,0.790042021,-0.139140142,-1.866791755,0.2064477,0
300589,0.007557404,2019,3.12E-05,1.366949863,0.170673077,0.557692308,0.854985606,1.295586775,-0.079592495,0.286981276,0
300590,-0.057566812,2018,1.22E-05,0.411346116,-0.906862745,-0.301470588,1.331428647,0.048661419,-1.214144205,0.759540383,0
300597,-0.049739834,2018,2.56E-05,-0.30828811,-0.860294118,0.308823529,1.140121348,0.418610004,-1.454138039,0.314952742,1
300597,-0.054720568,2019,2.32E-05,-0.180256792,-0.800480769,0.362980769,1.192398697,1.523931783,-0.553624488,0.376909892,1
300599,0.074248147,2018,3.29E-05,0.179720729,0.950980392,0.492647059,0.90504774,0.581002741,-0.162862597,0.045123325,0
300599,-0.035822222,2019,4.93E-05,-0.152250914,-0.591346154,0.795673077,1.137541976,0.54735089,0.086146193,0.021865044,0
300600,-0.031858176,2018,1.42E-05,-0.091764618,-0.691176471,-0.142156863,1.156427743,0.437319496,-0.860941385,0.15665161,0
300601,0.035391447,2019,1.08E-05,-0.094198649,0.600961538,-0.387019231,0.687062134,-0.440540167,-0.120684184,-0.831644131,0
300606,-0.028190971,2018,1.36E-05,0.007846555,-0.654411765,-0.178921569,1.00118359,1.112711159,-0.543051438,0.669727937,0
300616,0.053894156,2018,9.97E-06,-0.210523291,0.887254902,-0.68627451,1.496258984,0.472452371,0.711052312,0.342694739,0
300617,-0.027285454,2018,1.13E-05,0.888895055,-0.637254902,-0.446078431,1.105444473,1.153278182,0.284374696,0.041783736,0
300617,-0.019433862,2019,1.94E-05,0.447236425,-0.353365385,0.146634615,1.104808074,0.220941532,0.057384249,-0.124303633,0
300618,0.003919282,2019,9.18E-06,0.251903496,0.125,-0.697115385,1.308948449,-0.138091172,-0.719257029,-0.045538148,0
300621,-0.00106395,2018,5.48E-05,-0.004021084,-0.068627451,0.791666667,1.031697992,1.132534889,0.237917937,0.020382529,0
300621,-0.014125635,2019,5.33E-05,-0.021430205,-0.257211538,0.834134615,0.972425552,1.38429214,0.380986471,0.062641425,0
300623,-0.009423342,2018,1.19E-05,1.106074037,-0.303921569,-0.333333333,1.218885039,0.103649395,-1.727923336,0.875576723,0
300627,-0.056444181,2018,3.12E-05,0.43636451,-0.904411765,0.458333333,1.093254291,0.425526234,-1.39951953,0.67614882,0
300627,0.007603698,2019,1.76E-05,0.665952118,0.173076923,0.021634615,1.127166126,0.252288829,-1.609882798,0.171239845,0
300632,-0.073982488,2019,9.84E-06,-0.072468773,-0.903846154,-0.567307692,1.054684826,0.413900645,-1.428666788,-0.033226315,0
300635,0.061514794,2018,2.31E-05,0.770987001,0.914215686,0.193627451,0.904472973,1.082846745,-0.03517786,-0.355120106,0
300635,0.000634667,2019,1.86E-05,-0.342170647,0.067307692,0.072115385,1.12368707,0.502295079,0.134851323,-0.334217794,0
300640,0.005009858,2018,5.58E-05,0.388014332,0.083333333,0.803921569,1.052614462,1.192440512,-0.33192154,0.301697311,0
300640,0.004658922,2019,8.49E-05,-0.386705942,0.137019231,0.942307692,1.115642288,1.139437248,0.189779079,0.14288588,0
300643,0.027911568,2019,1.14E-05,-0.152941757,0.495192308,-0.269230769,1.232199192,1.129355929,-0.573590621,-0.029333695,0
300644,0.05244097,2019,1.12E-05,0.076522376,0.759615385,-0.293269231,0.877237941,1.66923602,1.34273637,-0.465934167,0
300647,-0.004047174,2018,2.40E-05,-0.252818048,-0.149509804,0.237745098,0.74163994,0.491541123,-0.990212411,-0.79633099,0
300647,-0.108906994,2019,1.86E-05,0.322985225,-0.975961538,0.072115385,1.2911697,1.060063334,-1.1989541,0.7343984,0
300662,-0.037239112,2018,4.40E-05,0.242744401,-0.754901961,0.68627451,0.943829404,0.489491474,-0.056100187,-0.139965927,0
300662,0.082483757,2019,3.92E-05,0.346619913,0.90625,0.694711538,1.139500057,0.085692749,0.012148095,0.102194396,0
300665,0.066642502,2018,4.83E-05,-0.119333682,0.93627451,0.740196078,1.167413069,1.33076652,0.116743128,-0.12993081,0
300668,-0.010225526,2018,6.17E-05,-0.218857142,-0.335784314,0.845588235,1.160636293,0.810066009,0.179270234,-0.791345543,0
300669,0.022380876,2018,2.34E-05,0.951476346,0.507352941,0.203431373,0.736659654,0.698650816,-0.071884063,-0.057876518,0
300673,0.014850994,2018,4.01E-05,0.439206178,0.340686275,0.62745098,1.28956566,0.042911379,-0.24135345,-0.306034367,0
300673,-0.005970103,2019,2.51E-05,-0.152115113,-0.088942308,0.430288462,1.114216422,0.086526109,-0.068743701,-0.344797042,0
300674,0.122802091,2019,8.60E-06,-0.311222874,0.954326923,-0.802884615,1.229169821,0.4904674,-1.030238334,-0.507030625,0
300676,-0.062577533,2019,5.65E-06,-0.250772455,-0.848557692,-0.992788462,0.302544537,0.770058289,0.447961237,-1.629314695,0
300678,0.018888703,2019,2.97E-05,0.061206173,0.365384615,0.528846154,1.164832173,0.569921803,-1.634220135,0.352519987,1
300689,0.05312273,2018,4.47E-05,0.018219903,0.875,0.700980392,1.064639479,0.944231606,-0.345818349,0.068246827,0
300689,0.101758107,2019,3.89E-05,0.264002127,0.9375,0.689903846,0.823339276,0.731508578,-1.328197323,0.262247177,0
300703,0.01930707,2019,8.71E-06,-0.221441202,0.372596154,-0.774038462,1.157304243,1.019549154,0.117775328,-0.555081497,0
300711,0.092804356,2018,1.12E-05,-0.22433267,0.973039216,-0.468137255,1.121602963,0.528823736,-1.600425818,0.458513271,1
300711,-0.085982195,2019,1.11E-05,0.304372835,-0.927884615,-0.319711538,0.917687903,0.528090647,-0.866143293,-0.234633242,1
300712,-0.044667013,2018,5.72E-05,0.141334862,-0.840686275,0.818627451,1.003302894,1.021666952,0.000738061,-0.148521066,0
300712,-0.000664976,2019,4.07E-05,2.057802363,0.038461538,0.721153846,0.839032739,0.960332967,-0.371501548,0.368349992,0
300716,-0.027768909,2019,8.91E-06,0.104112048,-0.492788462,-0.75,1.030627697,1.885819609,1.299899178,-0.541715434,0
300718,0.046594225,2018,1.18E-05,-0.11780018,0.816176471,-0.352941176,1.071107189,0.389059201,0.134675966,-0.366535663,0
300718,-0.005185163,2019,1.05E-05,0.530555726,-0.052884615,-0.439903846,0.90321614,0.359585664,-0.073738615,0.11751207,0
300722,-0.042097641,2018,1.31E-05,-0.092325552,-0.806372549,-0.218137255,1.027408161,0.763777617,-1.040862166,0.616023562,1
300722,-0.025610627,2019,2.42E-05,2.977264278,-0.451923077,0.394230769,0.877610779,1.520061752,-0.745649299,0.680245024,1
300729,0.076711509,2019,1.27E-05,-0.066724916,0.877403846,-0.189903846,1.031683911,1.498009817,0.925400392,0.111417023,0
300746,0.064715465,2019,8.94E-06,0.100791529,0.826923077,-0.745192308,1.224729479,0.646570596,0.153064856,0.841026365,0
300760,0.014899236,2019,1.54E-05,0.555105452,0.310096154,-0.060096154,0.57262032,-0.471390298,0.401258565,-1.391899946,0
600004,0.010227975,2016,2.23E-05,0.031761778,0.10177706,0.176090468,1.164690633,0.426597967,0.932215781,0.259186321,1
600004,0.003085688,2017,2.25E-05,0.39307732,0.305699482,0.082901554,1.44969282,-0.839181066,-0.285795513,0.053307766,1
600004,0.021745047,2018,1.16E-05,-0.167377602,0.495098039,-0.397058824,1.194445594,-0.749106496,-0.047624208,0.2177264,1
600004,0.043830408,2019,1.07E-05,-0.27054058,0.694711538,-0.408653846,1.208513741,-0.773194488,0.369281457,-0.377156175,1
600007,0.02501815,2016,1.37E-05,-0.299879931,0.350565428,-0.243941842,1.433163097,-0.583257894,-0.042113208,0.259322857,0
600009,0.009425758,2016,1.47E-05,0.483023948,0.069466882,-0.163166397,0.640427522,-0.115942047,0.695048879,-0.18034764,1
600009,-0.012578496,2017,3.03E-05,0.503389226,-0.860103627,0.367875648,0.732218244,-1.095802877,-0.178532274,-0.02547597,1
600010,-0.032336288,2016,3.56E-05,-0.303133487,-0.515347334,0.567043619,1.020158397,-0.662701955,-0.568857632,-0.058002333,1
600010,-0.000208082,2017,7.05E-05,0.077637286,-0.119170984,0.870466321,1.11532414,0.897641922,0.582560605,-0.155768623,1
600010,0.021431716,2018,4.32E-05,-0.368155757,0.487745098,0.671568627,0.946973307,0.509094074,0.236996129,-0.304800759,1
600010,0.01914309,2019,1.62E-05,0.413797336,0.367788462,-0.028846154,0.809224051,0.481678346,0.211839535,0.534749681,1
600011,-0.003775158,2016,1.59E-05,-0.133293894,-0.121163166,-0.088852989,0.53537435,-0.340774336,0.138510096,0.082293703,1
600011,-0.005949753,2017,2.18E-05,-0.019653309,-0.660621762,0.049222798,0.319508079,0.326775139,-0.081620574,0.129538057,1
600011,0.021854539,2018,6.31E-06,-0.333128659,0.49754902,-0.985294118,0.49364302,-0.002431099,-0.090070527,-0.290363456,1
600011,0.031748213,2019,1.25E-05,0.013330811,0.550480769,-0.211538462,0.736353689,0.342512598,0.528796393,0.234834597,1
600012,0.004045073,2016,9.56E-06,-0.557967861,-0.011308562,-0.838449111,0.979317407,0.169894024,-0.488367352,-0.048584825,1
600012,0.003035853,2017,2.95E-05,0.087653018,0.297927461,0.341968912,1.124320146,0.440455274,-0.349612873,0.64101502,1
600012,-0.014839379,2018,9.63E-06,-0.159473906,-0.431372549,-0.730392157,0.96098666,1.068926729,0.927480622,-0.365091719,1
600012,-0.011918447,2019,2.04E-05,0.278813394,-0.213942308,0.233173077,0.889918276,0.039736917,0.289435864,0.226313133,1
600017,-0.014008042,2016,0.000103094,-0.293678742,-0.260096931,0.954765751,0.805654877,0.338103289,-0.20473502,-0.251477976,1
600017,0.010223842,2017,9.59E-05,-0.026972413,0.759067358,0.930051813,0.917886188,0.856084591,0.335029377,0.076406647,1
600017,0.022213892,2018,5.55E-05,-0.213852602,0.50245098,0.799019608,0.9769714,0.908332622,0.531522945,0.133764864,1
600017,0.020506055,2019,2.93E-05,0.069566574,0.389423077,0.514423077,0.899362154,0.594035082,0.40911237,0.331525533,1
600018,-0.040891888,2016,2.25E-05,-0.02654833,-0.615508885,0.185783522,0.577098829,-0.664537219,0.26646542,0.142186463,1
600018,-0.002232996,2017,4.58E-05,0.152847414,-0.365284974,0.650259067,0.488812823,-0.281347741,-0.028720503,-0.185243655,1
600018,0.01159846,2018,4.50E-05,-0.393810731,0.276960784,0.705882353,1.016807332,0.250691317,0.267294135,-0.019881101,1
600018,0.014839251,2019,4.14E-05,0.154511322,0.305288462,0.728365385,0.98642413,0.586395805,0.226909775,0.599468755,1
600019,-0.00725415,2017,8.10E-06,-0.112947271,-0.715025907,-0.953367876,1.132680082,0.293227244,1.3881094,-0.196645091,1
600019,-0.031938306,2019,1.53E-05,0.721657076,-0.548076923,-0.0625,1.002694973,0.050967586,0.577614319,0.384597327,1
600020,-0.005720027,2016,1.75E-05,-0.250466208,-0.150242326,-0.024232633,0.947859255,0.648505059,0.738536508,-0.231049675,1
600020,0.003661164,2017,9.08E-06,0.435244643,0.365284974,-0.857512953,1.024009563,0.735177807,0.414606671,-0.048308248,1
600020,0.021162487,2018,8.44E-06,-0.32177277,0.477941176,-0.887254902,0.884818854,1.351294445,0.135421582,-0.240181751,1
600020,-0.105641688,2019,8.23E-06,-0.082296432,-0.966346154,-0.84375,1.042724969,0.503557415,0.412697317,0.313385632,1
600021,0.021651643,2016,1.01E-05,-0.437632191,0.292407108,-0.789983845,0.40860388,-0.957675205,-0.421929958,-0.245187214,1
600021,-0.007366881,2017,1.61E-05,0.319679114,-0.722797927,-0.158031088,0.619476446,0.2296274,-0.161846303,0.372561282,1
600021,0.005249971,2018,7.23E-06,-0.145612125,0.085784314,-0.963235294,0.752972812,0.415033872,0.137688584,-0.016925412,1
600021,0.01487323,2019,1.36E-05,-0.066015263,0.307692308,-0.132211538,0.719872259,0.341512389,0.262492771,0.289198139,1
600022,-0.009342114,2016,9.59E-06,-0.030496947,-0.182552504,-0.835218094,1.070224392,-0.059815556,-0.081783453,-0.160927339,1
600022,0.003287183,2019,1.93E-05,0.345079072,0.115384615,0.132211538,0.821096564,0.570082357,0.366154249,0.53715084,1
600023,0.005089752,2016,1.16E-05,-0.159399113,0.008077544,-0.55088853,0.732501785,-0.800027197,-0.185699779,-0.004081125,1
600023,-0.003566075,2017,1.16E-05,0.005953312,-0.46373057,-0.528497409,0.448446746,0.129593535,0.280630074,-0.044396912,1
600026,0.002138966,2017,2.79E-05,0.53173006,0.186528497,0.292746114,1.180032606,0.494597183,0.170526852,0.148184856,1
600028,0.024070837,2016,1.27E-05,0.1959927,0.337641357,-0.357027464,0.811992251,-1.528636579,-0.629658497,-0.144683888,1
600028,-0.002247964,2017,1.25E-05,-0.108205178,-0.370466321,-0.386010363,0.763383532,-0.75544686,0.309553069,0.113874828,1
600029,0.006030609,2017,4.22E-05,-0.088500238,0.580310881,0.626943005,1.191540713,-0.895124185,0.326988456,-0.038548666,1
600029,-0.069883107,2018,2.70E-05,-0.3362689,-0.943627451,0.367647059,1.314997276,-0.563282242,0.072213354,0.235277206,1
600029,-0.016593796,2019,4.25E-05,0.146775542,-0.310096154,0.742788462,1.138151011,-0.047002164,0.309620001,0.50852247,1
600031,-0.002512993,2016,6.19E-05,0.091078623,-0.111470113,0.831987076,1.303343114,-0.43556696,-0.099793319,0.061048128,0
600031,-0.002139037,2017,6.78E-05,0.462431791,-0.357512953,0.844559585,1.152845656,-0.086073156,0.677688931,-0.210325148,0
600031,-0.016645123,2018,3.99E-05,0.440657925,-0.460784314,0.62254902,1.160482334,-0.344339558,0.32371761,0.061523773,0
600031,-0.014082213,2019,3.79E-05,0.590751809,-0.252403846,0.673076923,1.30621459,-0.196301823,1.347372408,-0.513259344,0
600033,0.064019138,2016,1.34E-05,-0.190695899,0.735056543,-0.273021002,0.901012299,0.610246353,0.65304308,-0.290034791,1
600035,0.003657398,2017,9.63E-06,0.116363882,0.362694301,-0.803108808,0.64266764,0.360120072,-0.349196392,-0.033259403,1
600035,0.040139723,2018,9.07E-06,-0.122966123,0.762254902,-0.806372549,0.842040115,0.998183662,0.386004931,-0.096755388,1
600035,-0.015913401,2019,8.27E-06,0.057003683,-0.283653846,-0.841346154,0.979170278,0.634759271,0.14241965,0.010050923,1
600038,0.016420858,2016,1.54E-05,-0.13949063,0.201938611,-0.108239095,1.077393221,-0.331267131,-1.517350165,0.245259294,1
600038,-0.0115049,2017,2.70E-05,0.016518592,-0.844559585,0.272020725,0.853099025,-0.627998662,-2.246347412,0.135266889,1
600038,0.039997822,2018,5.00E-05,-0.007677712,0.757352941,0.74754902,0.922435147,-0.377362072,-1.353449438,0.5985374,1
600038,-0.038527712,2019,4.04E-05,0.280615073,-0.620192308,0.713942308,0.866656266,0.234906644,-0.031061082,0.066303013,1
600039,0.005435772,2016,5.28E-05,-0.223519378,0.01453958,0.783521809,1.320511105,0.092267135,-0.024006558,-0.214563767,1
600039,0.001460949,2017,5.09E-05,0.110702058,0.093264249,0.702072539,0.777626742,0.939808289,0.48311709,0.044021645,1
600039,0.002460069,2018,2.41E-05,0.04859585,0.012254902,0.25245098,0.783138082,0.606363922,0.54178088,-0.417406387,1
600039,0.023434823,2019,2.28E-05,0.644491765,0.435096154,0.348557692,0.992962776,0.579506766,0.785866371,0.094980664,1
600051,-0.04509769,2016,1.25E-05,-0.355827926,-0.644588045,-0.408723748,0.906137417,1.225384422,-0.218834704,0.270363898,0
600051,0.016644176,2018,1.18E-05,0.430632242,0.397058824,-0.352941176,1.05986043,1.187489756,0.288785722,0.145138878,0
600055,0.083474568,2016,1.39E-05,-0.137066331,0.822294023,-0.224555735,0.955836054,0.864443461,0.108975896,0.189623622,0
600056,0.060239265,2016,8.70E-06,-0.293987068,0.69628433,-0.915993538,1.028048025,0.448360533,0.751482201,-0.63263283,1
600056,-0.016621565,2017,9.15E-06,-0.249110485,-0.886010363,-0.847150259,1.067496129,-0.225777538,-0.278571206,0.138222518,1
600056,0.01905339,2018,1.64E-05,0.053376405,0.431372549,-0.056372549,1.259061209,0.391496567,0.543168614,-0.240621449,1
600056,0.032086454,2019,2.39E-05,-0.129453498,0.557692308,0.384615385,0.148163816,0.747771143,0.658012379,-1.210089591,1
600057,0.020952056,2016,2.63E-05,-0.229464998,0.276252019,0.360258481,0.724947271,0.423473815,-0.330192454,-0.339462927,1
600057,0.002023636,2017,1.76E-05,-0.097487887,0.168393782,-0.111398964,1.127746147,0.228421437,-0.331767492,0.31434219,1
600057,-0.020718607,2018,8.20E-06,0.299016715,-0.544117647,-0.906862745,0.86787253,0.436038788,-0.054442701,0.154191075,1
600057,0.004164192,2019,2.96E-05,0.179791909,0.127403846,0.526442308,0.756794735,0.771060914,0.527739109,-0.167181817,1
600058,-0.016107605,2019,8.02E-06,0.285009401,-0.293269231,-0.877403846,0.980333804,0.782064204,-0.036996016,0.577318909,1
600059,-0.000560365,2019,1.34E-05,0.374711066,0.040865385,-0.146634615,0.834861749,0.431029461,0.378495604,0.079881433,1
600063,-0.013556159,2016,2.06E-05,-0.355442474,-0.247172859,0.088852989,1.039583787,0.65079299,-0.116084574,-0.126520027,1
600063,0.007103424,2018,9.43E-06,0.167647697,0.147058824,-0.757352941,1.251003246,1.30097997,0.452161265,-0.094314229,1
600063,-0.021136422,2019,8.90E-06,0.583317564,-0.377403846,-0.754807692,1.173868199,0.795436331,-0.141226043,-0.315908068,1
600066,0.003856837,2019,1.11E-05,0.046715283,0.122596154,-0.319711538,0.95531192,-0.35019451,-0.520741649,0.43420481,0
600072,0.011975613,2016,3.89E-05,-0.463962312,0.124394184,0.63812601,1.426029199,-0.829147043,-2.968104529,0.484170013,1
600072,0.014374643,2017,1.90E-05,0.394034537,0.847150259,-0.056994819,1.320396742,0.466880493,-0.981409045,1.103051605,1
600073,0.028189799,2019,9.23E-06,-0.140272419,0.5,-0.682692308,1.199647181,1.401454321,1.390734602,-0.544517503,1
600075,0.015993751,2016,6.19E-05,-0.260782334,0.195476575,0.831987076,0.854946285,2.406221149,1.335285289,-0.415426734,1
600075,0.005244982,2017,3.83E-05,-0.179460891,0.525906736,0.559585492,1.182889133,1.721960452,1.094034847,0.210951476,1
600075,-0.0098887,2018,4.23E-05,-0.100442199,-0.325980392,0.659313725,1.091930353,1.406495095,0.383597568,-0.038353454,1
600075,-0.011622101,2019,1.77E-05,0.400119046,-0.206730769,0.024038462,1.088915695,1.264000757,0.54219008,-0.099499502,1
600076,0.032844482,2016,1.16E-05,-0.458467587,0.450726979,-0.55088853,1.209060498,1.275404337,0.734463005,0.160577578,0
600076,0.009218788,2017,3.65E-05,-0.076628807,0.722797927,0.507772021,0.769613131,0.814272037,-0.307384165,0.529417902,0
600080,0.005590078,2017,1.26E-05,-0.340893473,0.562176166,-0.380829016,0.516210463,0.174142026,-0.63328405,-0.155202473,0
600084,-0.036873774,2016,1.20E-05,-0.463546379,-0.554119548,-0.486268174,0.731677977,0.784233306,-0.117989576,1.150061613,1
600085,0.035519743,2016,3.04E-05,0.001509823,0.470113086,0.453957997,1.21435704,-0.483757481,0.617855618,-0.022497511,1
600085,-0.007001628,2017,3.22E-05,-0.183892344,-0.704663212,0.411917098,0.61937005,-0.638715431,-0.580405116,-0.341007231,1
600085,0.005868798,2018,3.04E-05,-0.052138337,0.102941176,0.443627451,0.851800656,-0.417286163,-0.195930665,0.052474617,1
600085,-0.01883725,2019,9.66E-06,0.498146867,-0.338942308,-0.603365385,0.357915096,0.296867861,0.428344898,-0.44030063,1
600089,-0.034855206,2016,2.41E-05,-0.339462157,-0.534733441,0.273021002,1.06715122,0.545796955,0.799496882,-0.344478952,0
600089,0.008083234,2017,3.66E-05,0.0638957,0.676165803,0.515544041,1.068216874,0.348270028,-0.034447823,0.049498473,0
600089,-0.00153466,2018,4.90E-05,-0.057036535,-0.090686275,0.742647059,0.905054538,0.690991349,0.259878802,-0.020880121,0
