asset,date,rank_beta,rank_br,xret_cumulative,ch4mkt_beta_avg,ch4smb_beta_avg,ch4vmg_beta_avg,ch4pmo_beta_avg,roe_avg,roa_avg,log_me_avg,bm_avg,ep_value,sue_value,cdi_value,ndp_value,ORR,TOR_growth,TOC_growth,OC_growth,Total_AGR,tl_growth,COD_IE,COD_FE,LEV,LNTAS,Liquidity,FAP,LNTL
300103,2018,0.433823529,0.360294118,-0.21835549,1.166815663,1.537025552,0.694653187,0.093441514,0.020549085,0.014030456,14.61777336,0.522954702,0.003584424,3.187910863,1.814601856,0.273721375,0.637343214,0.637343214,0.571671415,0.635818527,0.050888906,-0.055275162,,0.0442576,1.662253422,21.48970174,2.16560901,0.159051169,20.56942059
300105,2016,0.169628433,-0.18901454,-0.376921723,1.209686935,2.138216614,0.679256981,0.440271431,-0.00057111,-0.000473615,14.90092105,0.659838074,-0.003859076,2.128683568,,-0.01444456,-0.300132072,-0.300132072,-0.299780387,-0.38254004,-0.051517706,-0.314979289,,,1.152775672,21.52699761,4.115738776,0.067479757,19.50604032
300110,2018,0.553921569,0.482843137,-0.110118404,0.873319985,1.564952772,1.014912002,-0.82980407,0.0045772,0.003608314,15.396231,0.464321869,0.001205874,0.891719179,,0.004221323,-0.176137843,-0.176137843,-0.196834874,0.025780332,-0.059293448,-0.286946127,,0.016444318,1.19102557,21.71872102,3.120375695,0.423618574,19.88855828
300114,2016,-0.951534733,-0.447495961,-0.336638119,1.17723342,0.396994026,-1.167948443,0.522110816,0.02593261,0.018873147,15.57225776,0.265579833,0.005148658,0.31513139,-3.218084907,-0.006382533,0.196402102,0.196402102,0.174615897,0.203812032,0.067945467,-0.02125413,,,1.340632419,21.51203184,2.730432495,0.198418941,20.14193905
300114,2017,0.523316062,-0.440414508,0.019494386,1.112910425,0.41625006,-1.085054641,0.138890218,0.030347059,0.022360001,15.50144282,0.286009269,0.00541906,-0.202858395,-3.164200396,0.024176155,0.113318451,0.113318451,0.078439391,0.078997474,0.061269176,0.297729911,,,1.450737758,21.57149737,2.311491525,0.19406314,20.40255556
300114,2018,-0.31127451,-0.571078431,0.207457453,1.260617862,0.697135738,-0.657973115,0.054515412,0.036990519,0.025916407,15.65838345,0.259928358,0.004931727,0.130762348,-1.166829003,0.029575057,0.05262189,0.05262189,0.035374584,0.002599072,0.100797,0.102288266,,,1.451624151,21.66753183,2.217834033,0.171704731,20.49994382
300114,2019,0.276442308,-0.497596154,0.321314892,1.255529429,0.911873892,-0.685888411,0.092172167,0.040571853,0.028182503,15.95142458,0.225131423,0.004614569,0.291160064,-1.240878592,0.039483464,0.259260159,0.259260159,0.254272213,0.312743893,0.169415284,0.162036424,,,1.447499227,21.82403569,2.221169847,0.158294118,20.65011783
300117,2016,0.279483037,0.802907916,-0.518232631,1.398629628,1.80848847,-0.10486807,-0.391752582,0.022576126,0.0065353,15.2980657,0.350842383,0.004681781,-0.875163762,-0.947705751,1.354951605,0.586402345,0.586402345,0.632719989,0.666018423,0.339865412,0.448221213,,0.048378227,4.320070963,22.63915201,1.241215634,0.064606732,22.37586634
300117,2017,-0.419689119,0.189119171,-0.065341343,1.196287416,1.461377554,0.426815858,-0.032295455,0.010156305,0.002515613,14.85594923,0.505232755,0.006664551,-0.055692086,-1.392829606,1.705638109,-0.180707485,-0.180707485,-0.171819015,-0.21661378,-0.068924124,-0.059221692,,0.066644613,4.474890344,22.5677375,1.275261959,0.068966487,22.31481858
300117,2019,0.548076923,-0.879807692,0.719351098,1.67661479,2.276179986,0.434222181,-0.316032288,-0.008796526,-0.001960324,14.81633533,0.506583641,-0.005207116,1.47276413,,0.90804051,-0.116138845,-0.116138845,-0.104562378,-0.112765493,-0.022173298,-0.040735727,,0.159130932,4.182288962,22.48965959,1.166115976,0.060576092,22.21640163
300118,2019,-0.884615385,0.545673077,0.289885308,1.192624522,1.058292524,-1.029575461,-0.770061883,0.022401367,0.00845985,16.42415608,0.78000103,0.004340341,-2.044917101,-1.477560986,0.80193206,0.090666127,0.090666127,0.206426821,0.238005703,0.155538701,0.264801249,,0.046473284,3.186548011,24.15722905,0.926061683,0.324948924,23.78061489
300123,2016,-0.31825525,-0.731825525,-0.043435027,0.713490628,0.288948835,-1.528624325,0.049986237,0.005570638,0.003397108,15.08353307,1.086851956,0.007192538,2.534083982,0.21828683,0.549789659,1.127402697,1.127402697,0.930431838,1.124435045,2.256726133,1.397010954,,0.011214481,1.501761504,22.68225918,1.448490628,0.127808841,21.58599006
300130,2017,-0.466321244,-0.121761658,0.185997004,1.095804863,0.115893972,-0.775909084,-0.151041871,0.027004295,0.014397869,15.27141638,0.495209073,0.011385949,3.619467111,-2.257299939,0.162346041,0.542109698,0.542109698,0.456042463,0.594952563,-0.069745267,-0.275788251,,0.014126906,1.59320517,22.02311331,1.533451303,0.117161935,21.03515054
300130,2018,0.968137255,-0.044117647,-0.131603796,1.357157027,0.626410458,-1.295522867,0.063186502,0.04757249,0.030810124,15.49263386,0.457885088,0.008936857,-1.781624993,,-0.127567527,-0.129175177,-0.129175177,-0.120980633,-0.105510803,-0.057399122,-0.274445958,,-0.017059818,1.401736807,21.96400098,3.68718502,0.014913435,20.71433082
300130,2019,-0.846153846,-0.091346154,-0.164054544,1.270827892,1.596008618,-0.03636284,0.420608079,0.02034228,0.014999365,15.26549759,0.592410319,0.012983417,-0.15376021,-0.894573679,-0.062616034,0.344280265,0.344280265,0.409044352,0.421221767,0.067097398,0.297417779,,-0.001368331,1.5348214,22.02894323,2.805931534,0.023741145,20.97470679
300135,2016,0.644588045,0.715670436,-0.506968587,1.214480048,1.390545139,0.171923534,0.139961837,0.007941665,0.003320704,15.0205277,0.370157121,0.001261607,1.002625108,-1.734127059,0.580514435,0.095803688,0.095803688,0.047010071,0.011861706,0.158874102,0.269490733,,0.023985415,2.644349415,21.90433631,1.213904537,0.242130036,21.42925605
300135,2017,0.575129534,0.331606218,0.109804562,1.133207748,1.889096737,1.239395127,-0.439785547,0.009273076,0.003557435,14.78914761,0.46637069,0.000858508,-0.331186884,,0.40063179,0.188931275,0.188931275,0.203964439,0.194279562,-0.017787214,-0.035346031,,0.022946595,2.568836664,21.886389,1.275616785,0.22657475,21.39327023
300135,2018,0.68627451,0.602941176,-0.253903685,1.124521059,1.282067088,0.088930622,0.377788746,0.004417031,0.001738014,14.64647235,0.5473486,-0.008360037,-0.281764435,-4.274585067,0.410669773,-0.329676766,-0.329676766,-0.287167606,-0.309507788,-0.080451487,-0.121982286,,0.025527226,2.398864034,21.80251652,1.347450137,0.221787248,21.26318172
300135,2019,-0.175480769,0.569711538,0.12269312,1.220020402,3.097773024,0.039211009,0.321615827,0.006612068,0.002896276,14.66233698,0.540181187,-0.011669941,-0.024514919,,0.421353952,0.755037196,0.755037196,0.634077582,0.765908989,-0.112455408,-0.194789137,,0.025374289,2.123326993,21.68322001,1.425318791,0.23410194,21.04653063
300139,2016,-0.024232633,-0.260096931,0.248413518,0.935459438,1.583711887,-0.559554735,-0.192970947,-0.015058389,-0.012356404,14.38083977,0.72354104,-0.009245739,-3.405369541,1.293488051,0.060530257,-0.069500206,-0.069500206,0.031968831,-0.097808135,-0.120697227,0.058659456,,-0.025893803,1.258039769,21.07024672,3.312551983,0.123479983,19.48605039
300139,2017,-0.468911917,-0.422279793,-0.175631357,0.401569807,-0.318012732,-2.346315837,-0.412728599,0.012073251,0.009259425,14.48945591,0.594864629,0.001112791,1.708877055,,0.083877841,-0.662724317,-0.662724317,-0.485893459,-0.574315728,-0.056144212,-0.170972556,,0.026111573,1.219748445,21.01246483,2.069197462,0.140890787,19.29854837
300139,2018,0.017156863,-0.105392157,-0.370580927,0.975557289,1.091476178,-1.729905959,0.798659463,-0.006070674,-0.004801904,14.40923828,0.603592336,-0.000711263,-0.817555755,,0.08607501,0.909430322,0.909430322,0.138096263,0.38756906,-0.071873692,-0.146717774,,0.12508606,1.198510234,20.93787738,2.268492942,0.162771889,19.13988345
300140,2016,-0.722132472,0.415185784,-0.534186722,1.322876293,-1.521442142,-2.501624784,-0.028752687,-0.015848324,-0.006385799,14.88639785,0.513255257,-0.012644952,-0.750550826,-1.182547234,1.030306411,-0.131373851,-0.131373851,-0.066929936,-0.148697797,0.110530057,0.183803154,,0.039999237,2.704273342,22.09521561,1.294232589,0.095733119,21.6335212
300140,2017,0.699481865,-0.857512953,0.369142927,1.255793,1.182221395,-0.371289515,0.695489592,0.001936432,0.000641052,14.62129942,0.754515285,0.004010587,0.19316904,-0.452025475,1.05865587,0.844233361,0.844233361,0.605833646,0.699309687,0.670681386,0.647677582,,0.023548663,2.642268973,22.60844717,1.396587521,0.073950144,22.13288797
300140,2018,-1.0,0.370098039,-0.239732,0.942199379,1.669716244,0.253929665,0.177806845,0.007394726,0.002871895,14.94604263,0.815766435,0.000823008,-2.655292883,-3.008195788,0.984536194,-0.209025372,-0.209025372,-0.141493294,-0.192648705,-0.042544894,-0.039542499,,0.02429773,2.655946674,22.56497072,1.520300529,0.088739824,22.09254242
300140,2019,-0.634615385,0.514423077,-0.316243631,1.296482092,2.451666681,0.160717499,0.257420674,-0.051121106,-0.018837566,14.86270397,0.772480085,-0.016183423,-1.974511114,,0.504258432,-0.439693993,-0.439693993,-0.393848865,-0.427740941,-0.433183628,-0.572559345,,0.02169132,1.887419143,21.99725084,2.069465542,0.134106274,21.24260261
300143,2017,-0.189119171,0.474093264,-0.355643915,0.837549764,1.532180475,0.055412374,-0.252796234,0.008462016,0.00740067,14.90983399,0.743782118,0.000852259,-0.538012649,0.483193342,0.133481079,0.015190672,0.015190672,0.142077594,0.06337105,-0.006233282,2.576360575,,0.042610698,1.261307185,21.69127085,1.475065947,0.05408457,20.11706361
300147,2017,-0.435233161,-0.883419689,-0.102520411,1.027937474,1.148139212,-0.071535835,0.27973131,0.010967566,0.004854282,15.32766409,0.893924454,0.010030834,-0.705906113,,0.951633212,0.074270231,0.074270231,0.042607367,0.063745422,-0.148070052,-0.266888852,,0.027739733,2.013097862,22.83491045,1.28858751,0.227849803,22.14824851
300147,2018,0.115196078,0.00245098,0.486653034,0.453460307,0.946274642,0.314412314,-0.504264591,0.013965101,0.006719015,15.47146606,0.807093133,0.012799587,0.356415435,-2.011030158,0.631490171,0.371128643,0.371128643,0.264669284,0.427582402,0.187821686,0.339940912,,0.01763505,2.313222514,23.00703156,0.862317722,0.198109587,22.44087403
300148,2018,-0.147058824,0.144607843,-0.029772512,1.013389379,1.144041347,-0.227657423,-0.744818461,0.009434175,0.008044885,14.95835455,1.082261471,0.003584698,1.560700257,-4.811300725,0.062961971,-0.287196645,-0.287196645,-0.205605481,-0.32902891,-0.007895408,-0.107040513,,0.041616767,1.158641472,22.08749894,2.131616874,0.033977967,20.09914226
300148,2019,0.713942308,-0.754807692,-0.164759089,1.421044187,2.208164637,-0.155735931,0.08700093,0.001213705,0.001006892,14.91051121,1.071911786,0.007820339,-2.449508932,,0.005317763,-0.297819981,-0.297819981,-0.363674072,-0.405639146,-0.261327316,-0.262589754,,0.002580096,1.158327417,21.78459857,4.053877357,0.065500315,19.79453136
300152,2018,-0.276960784,0.274509804,-0.537787704,0.969446821,2.154389114,0.122992318,0.18679915,0.002653724,0.000883013,14.60949961,0.395445528,-0.016637912,1.085445391,,0.479243558,-0.174579356,-0.174579356,-0.071872641,-0.187029184,-0.016371565,-0.001252891,,0.033238551,2.085289406,21.27820515,1.06389225,0.152029132,20.62514419
300153,2016,-0.117932149,-0.408723748,-0.438996379,0.97061239,1.659707353,-0.979920422,0.149178544,0.004126467,0.002795886,15.11468416,0.270097814,2.29e-05,-1.311850258,-1.987820906,0.093723238,0.188514368,0.188514368,0.207971008,0.274772246,0.016431097,0.055183932,,0.017316617,1.544207233,21.11625903,2.151435694,0.106338073,20.07332321
300153,2017,0.064766839,0.945595855,-0.150679361,1.201146984,1.327724649,0.015139316,-0.227435356,0.000607935,0.000541624,14.69334011,0.400427719,-0.003075583,-0.560774841,-1.455268566,0.171072906,-0.153645106,-0.153645106,-0.136666505,-0.173220316,0.031398073,0.156911022,,0.046711959,1.653726416,21.14717426,1.611495854,0.174892542,20.21907675
300153,2018,-0.223039216,0.965686275,-0.29044696,0.996384167,1.094907406,-0.611264916,0.571132625,0.002501877,0.001495697,14.45722191,0.500070029,-0.012394168,0.259354656,,0.210535711,-0.327494154,-0.327494154,-0.301725421,-0.318366203,-0.054280832,-0.178658846,,0.041640311,1.522801929,21.09136465,2.150042592,0.096659701,20.02226003
300153,2019,-0.961538462,0.96875,0.458695497,1.577891551,2.201341981,0.192717404,0.607906319,-0.014656907,-0.009637407,14.51798291,0.446869474,0.000949521,-3.019104057,-1.940639725,0.171729315,0.282684911,0.282684911,0.193003569,0.338954525,-0.118026607,0.016197527,,0.006031589,1.654434013,20.96577126,2.031477225,0.089973582,20.03832777
300157,2017,-0.966321244,-0.924870466,-0.22290636,1.296629478,1.7877309,0.245163558,0.084429325,0.000659459,0.000277981,14.92033227,1.224849954,1.41e-05,1.728061965,,0.547944346,-0.304981077,-0.304981077,-0.269236502,-0.301507272,0.057335882,-0.095991066,,0.01940104,1.446172153,22.5252332,1.378160324,0.081025838,21.34926262
300158,2018,0.424019608,-0.68872549,-0.027761125,0.592502457,0.251105909,-0.123024778,-0.714312504,0.008291599,0.006308334,15.44077324,1.081803854,0.011177284,1.600334986,,0.188288586,0.001087665,0.001087665,0.000856427,0.06330489,-0.00530746,-0.041335163,,0.032019845,1.321390228,22.70645101,2.277387281,0.13058611,21.2926674
300159,2016,0.715670436,-0.676898223,-0.47171019,0.895910005,-0.439664631,-1.484293623,0.438561092,0.015409845,0.011432586,16.06417294,0.662798849,0.007303101,0.036509492,-0.677332279,0.371983448,0.580936009,0.580936009,0.669283479,0.789997667,0.203460309,0.521712151,,0.017879763,1.491262743,22.99682663,1.695257383,0.154845054,21.88642721
300162,2017,0.808290155,-0.544041451,-0.041224021,1.082562625,0.978923357,-1.447229993,0.658666877,0.006695819,0.005488734,14.0316923,0.894347008,0.009553609,-2.239100509,-0.787982401,0.164572372,0.253472401,0.253472401,0.220151915,0.215971667,0.078153953,0.496903411,,,1.334374567,21.09032365,2.267721753,0.143103037,19.7063675
300164,2016,0.324717286,0.308562197,0.040852173,0.931527497,0.024491932,-1.477530884,0.173402149,0.003633234,0.002514203,14.55083034,0.830205886,0.005870926,1.493347927,-0.666981376,0.159536443,1.507538923,1.507538923,1.123324124,0.857994345,0.357479006,0.494227919,,0.051022653,1.374782159,21.78889474,2.09395839,0.139911553,20.48918912
300164,2017,-0.797927461,-0.603626943,-0.101412702,1.190185197,1.095947757,0.272620445,-0.320779068,0.019854457,0.014852857,14.63678321,0.919095485,0.006797547,-0.976775196,-0.587427733,0.376572897,-0.059412591,-0.059412591,-0.030170219,0.393846562,-0.000168486,0.343379606,,0.009123114,1.577991834,21.78872624,1.561446902,0.120522541,20.78437765
300164,2018,-0.340686275,-0.571078431,-0.396069309,0.954060876,1.062785623,-0.185614482,0.500023255,0.01320245,0.008407482,14.29088645,1.230157914,-0.012595819,-0.926641489,,0.364875906,-0.528794755,-0.528794755,-0.348015748,-0.439898306,-0.004506886,-0.247083138,,0.077915577,1.383181931,21.78420916,1.44727717,0.142970393,20.50057718
300164,2019,0.730769231,-0.53125,0.083964168,1.07994441,1.778554784,0.34807615,0.267855494,-0.020050325,-0.014367762,14.273678,1.133248166,0.002399795,-2.74846959,,0.302156409,0.06878836,0.06878836,-0.120398138,-0.044638049,-0.434416098,-0.150486463,,0.004230865,1.712625571,21.21431254,1.77975899,0.156448396,20.33748578
300166,2017,0.238341969,0.341968912,-0.178400163,1.219695844,-0.570538919,-1.742986317,0.235409147,0.01397414,0.012478036,16.14970099,0.46800119,0.004070918,0.385512208,-0.180239991,0.027829048,0.116984694,0.116984694,0.234247632,0.042973624,0.210233909,1.140734875,,0.006473485,1.165730125,22.53241104,3.707945287,0.047518388,20.58166887
300169,2018,-0.365196078,-0.698529412,0.32471687,1.116507151,1.087984936,-0.981537398,0.290948742,-0.001485478,-0.00090647,14.22993885,0.757624052,-0.008222686,-2.696648887,,0.332108293,0.04286089,0.04286089,0.100301476,0.189122326,0.057294629,0.503415913,,0.035276639,2.402253643,21.49274657,1.172126227,0.167045873,20.95441994
300169,2019,0.408653846,-0.730769231,-0.063212037,0.801035779,1.577182217,-0.33636696,-0.594913538,0.006146562,0.002750838,14.56221125,0.402382382,-0.001955221,0.032161814,-1.454149311,0.443272604,0.012283005,0.012283005,-0.02759732,-0.01465864,-0.197577765,-0.117702392,,0.036962996,2.791968583,21.27262624,1.047446592,0.210442068,20.82919409
300172,2016,0.618739903,-0.379644588,-0.46116552,1.004590243,1.279381371,-0.226109679,-0.152339453,0.020046248,0.012823106,14.80639,0.455967925,0.007542036,0.119050729,-1.142997838,0.333024317,0.227136901,0.227136901,0.215119211,0.168903507,0.148576984,0.231728646,,0.012012917,1.714701393,21.51630466,1.95749358,0.05143386,20.64117525
300172,2019,-0.002403846,0.146634615,0.257961656,0.941944288,1.975986219,0.162871057,0.396441468,0.020920363,0.013021174,14.6442216,0.718937281,0.0095282,1.101239069,,0.328087977,0.02954055,0.02954055,0.049727958,0.059433431,0.06019803,-0.014806061,,0.021934681,1.55612371,21.72548467,2.68281298,0.037635012,20.69652223
300176,2019,-0.995192308,0.259615385,0.306977642,1.176625645,2.492133255,-0.488963504,0.653876103,0.007151134,0.003105943,14.81505008,0.344255836,0.00299461,1.112936258,,0.285451,0.200079859,0.200079859,0.200745205,0.310145451,-0.101027174,-0.21034044,,0.034091389,2.030672727,21.37584868,0.959087398,0.416171446,20.69769327
300177,2017,0.069948187,0.722797927,-0.007543786,1.043918992,-0.121639233,-1.829214285,0.337090085,0.016181219,0.012648511,15.19967942,0.522062321,0.006675048,0.457682858,-0.82022015,0.098125822,0.229025805,0.229025805,0.259215952,0.257224194,0.243374425,0.69101258,,0.020696874,1.417972845,21.87825264,2.542417538,0.067445474,20.65668554
300177,2018,0.661764706,0.928921569,0.099105953,1.108055492,0.807047895,-1.371938956,0.206446115,0.002239771,0.001723982,15.30374181,0.502969807,-0.006204508,-3.019604417,-1.032588233,0.121678326,-0.230790323,-0.230790323,-0.181508984,-0.225483494,-0.016148092,0.087833012,,0.017974347,1.483506155,21.86197274,2.239117237,0.094685196,20.7408732
300177,2019,-0.584134615,0.867788462,-0.000403917,1.206829215,1.470482796,-0.897730785,0.349324407,0.020053117,0.013372623,15.47819898,0.430125687,0.002018219,2.087113091,-1.162533727,0.085850368,0.515324984,0.515324984,0.351946841,0.597095845,0.245145585,0.228239175,,0.009047055,1.473830491,22.0812252,2.280634684,0.063076202,20.94645478
300179,2016,-0.838449111,-0.121163166,-0.233255444,1.02033813,1.587845719,-0.052261737,0.071396026,0.026047332,0.022299619,14.53332996,0.39473691,0.006570024,-1.414288058,0.300453989,0.04209818,0.179535727,0.179535727,0.346701315,0.205008679,0.189313468,1.297418948,,,1.33771265,20.79314565,2.838030107,0.172880374,19.41662458
300183,2017,0.152849741,-0.212435233,0.017576963,1.091188489,0.631760826,-1.525796836,0.637370831,0.011672693,0.010360973,15.08991754,0.767678005,0.006728696,0.88595098,,-0.283068038,-0.181804085,-0.181804085,-0.154244769,-0.16337429,0.032577583,-0.163364602,,,1.105384398,21.85009041,8.807305102,0.075101025,19.49975658
300183,2019,-0.612980769,-0.915865385,0.04557152,1.040443005,1.013220613,-1.078041587,0.242402422,0.010934884,0.009996362,15.36307849,0.63878676,0.003058481,-0.413430298,,-0.356079381,-0.028693544,-0.028693544,0.07960483,0.082371234,-0.022611229,-0.410976227,,,1.067073766,21.87354768,15.09199799,0.131569956,19.1066653
300187,2019,-0.728365385,0.052884615,0.522952108,1.127722597,1.864674477,0.187005467,0.530298434,0.012725659,0.006119228,15.28307377,0.367219952,0.007009425,-2.291819229,-0.548009701,0.365938459,0.452242585,0.452242585,0.504821815,0.541561906,0.259190802,0.461894193,,0.021635877,2.350484449,22.05221431,1.033233405,0.12095649,21.49805623
300188,2016,-0.890145396,0.886914378,0.680543652,0.799983329,0.179992717,-2.012267128,-0.400610103,0.0102495,0.00770742,15.70526121,0.31341049,2.3e-05,0.668747939,,-0.020394832,0.301655042,0.301655042,0.289522615,0.38754045,0.104633724,-0.273253503,,,1.193683352,21.75612866,3.509562748,0.094662576,19.93755421
300188,2017,-0.968911917,0.898963731,-0.035849616,1.105824931,-0.341546566,-1.804584887,-0.114041842,0.000653793,0.000518772,15.9124699,0.301187995,-0.002576813,0.384137258,-1.696281367,-0.002455557,0.210316377,0.210316377,0.291946718,0.400490021,0.122795885,0.264709673,,-0.283077286,1.223638339,21.87195056,3.432941579,0.086700635,20.1723968
300188,2018,-0.132352941,0.781862745,0.100444,1.022849466,0.210870059,-0.646455204,-0.663319018,-0.012378955,-0.009391944,16.15596934,0.259475752,-0.004529232,0.337197004,-1.533459444,0.00221449,0.048429723,0.048429723,0.014152183,-0.018811976,0.242177516,0.52533369,,-0.099098019,1.289368658,22.08881646,2.836065255,0.09722275,20.59461
300188,2019,0.088942308,-0.038461538,-0.129871952,1.08995794,0.486710401,-0.717546177,0.280107065,0.00912572,0.00703434,16.27702912,0.265960972,-0.003474494,0.002434419,-1.622811072,0.012344287,0.29245011,0.29245011,0.2605533,0.104294662,0.059551663,0.07818904,,-0.193092841,1.295965065,22.14666232,2.988147993,0.107453762,20.66989282
300189,2016,0.0726979,0.053311793,0.126458205,0.763510885,0.52247883,-0.885061795,0.008780356,-0.001137774,-0.00098549,15.01646465,0.629889719,0.004292682,-1.197684128,,0.077119144,-0.839379348,-0.839379348,-0.775968871,-0.854838729,-0.333075707,-0.495828251,,0.037155357,1.152539924,21.25736435,3.675478121,0.17253498,19.23506729
300189,2017,-0.20984456,-0.689119171,0.024775738,0.611303703,1.19685802,-0.017677953,-0.358885946,0.008572981,0.007772843,14.82441968,0.553166885,-0.003542837,-0.321687917,,-0.023642159,-0.066355631,-0.066355631,-0.137565426,-0.128072857,-0.145877701,-0.624861689,,,1.061717434,21.09968346,5.882966693,0.132783397,18.2546068
300190,2017,-0.272020725,-0.652849741,0.408412727,1.123689435,0.795998662,0.129211633,-0.003857549,0.015004118,0.008942968,15.20879512,0.945670757,0.012743221,2.728014462,-0.612957206,0.432731699,0.253251137,0.253251137,0.222010292,0.243355223,0.197901591,0.483652021,,0.016221913,1.933663896,22.7269157,1.563913405,0.071795306,21.99886035
300191,2016,0.092084006,0.592891761,-0.342779406,0.818437675,0.433188767,-1.202185316,-0.045496836,-0.002470398,-0.002312171,15.32680229,0.264132679,0.001202268,0.451196928,,-0.087760177,1.716067784,1.716067784,0.470384591,0.716250174,-0.004039409,-0.069621967,,-0.286239634,1.065090281,20.9665113,14.18832406,0.107122467,18.17147169
300191,2018,-0.794117647,-0.517156863,0.002797366,0.791857201,0.706055901,-0.788613017,0.52124625,0.004326743,0.00386316,15.26189273,0.28401466,0.003132788,-1.246213323,1.08588608,-0.065598984,3.724037517,3.724037517,4.845189825,7.025448691,0.293874437,2.663062043,,-0.015222518,1.407223181,21.25418552,5.316421439,0.100017068,20.01417324
300191,2019,0.209134615,0.247596154,0.215523135,0.871000083,0.776124117,-0.221307758,0.506916304,0.001510422,0.001110947,15.17202108,0.31257736,0.001413065,-1.449378228,,-0.065420517,-0.097631277,-0.097631277,-0.137309137,-0.206050833,-0.080471602,-0.288806257,,,1.288355302,21.17029117,9.644453266,0.087588226,19.67336285
300193,2017,-0.113989637,-0.152849741,0.430591093,0.816727421,0.378643109,-0.61359985,-0.011214678,0.020347682,0.017752899,14.99508733,0.744406365,0.008077145,0.622336976,-3.693873957,-0.184047661,0.049498079,0.049498079,0.036712684,0.047783514,-0.01761068,-0.028319753,,-4.2688042,1.156389754,21.71607652,6.603696539,0.123910729,19.71536969
300193,2018,-0.345588235,-0.178921569,-0.078365568,0.968708727,0.443181188,0.16105636,-0.209201127,0.023951691,0.02081863,15.1139373,0.6244116,0.008792038,-0.437150424,-2.255397632,-0.195229078,-0.129800504,-0.129800504,-0.156586888,-0.143670128,-0.060523965,0.043887416,,-57.43637309,1.176844281,21.65364356,5.791399393,0.080566217,19.75832133
300193,2019,-0.704326923,-0.223557692,1.280313561,0.954654712,1.254308573,-0.152110828,0.259464528,0.023359654,0.01979471,15.19404267,0.574538711,0.008323813,-0.456743351,-1.619617865,-0.10777508,0.629358988,0.629358988,0.737338924,0.689920072,0.062375424,0.408395367,,,1.248772175,21.71415092,4.350327689,0.075858834,20.10077235
300195,2019,-0.350961538,-0.889423077,-0.005127584,0.942944481,1.235359769,-0.368597636,-0.026940548,0.00440764,0.002109098,14.45987538,1.587090123,0.023361252,1.376448378,-5.79326857,1.50743173,0.122075189,0.122075189,0.09472727,0.210639624,-0.088839403,0.035963261,,0.020887784,2.224244087,22.56606128,1.41839845,0.178099434,21.96896774
300196,2016,-0.056542811,-0.243941842,-0.319200749,0.701291359,0.289063959,-0.715370295,0.149948708,0.021450883,0.016735273,14.93205236,0.796687883,0.015423385,-1.518115188,-4.953662242,0.119048934,0.066070992,0.066070992,0.069233268,0.081029118,0.042793397,0.087712753,,-0.006273278,1.287337466,21.86386227,2.296862842,0.44721715,20.36418825
300197,2019,0.478365385,-0.978365385,0.190371718,1.164634961,2.383016951,-0.245905266,0.467690328,-0.015528045,-0.003111132,15.54935426,1.089175312,-0.026835045,2.363758522,-4.831687341,3.550851019,-0.212981042,-0.212981042,-0.139406307,-0.144758571,0.065034456,0.031778588,,0.017895765,3.871306597,24.1451044,0.844226676,0.01581817,23.84627952
300198,2019,0.865384615,0.098557692,-0.035839277,0.848102848,1.789198956,0.257543827,-0.205946835,0.010479765,0.00448177,15.18334355,0.378517642,0.000429203,0.577247057,-1.477299836,0.575669431,-0.27161497,-0.27161497,-0.253231815,-0.294512828,0.109225737,0.169607121,,0.002912382,2.496108485,22.03406087,0.785617556,0.081234561,21.52219535
300208,2017,0.616580311,0.974093264,-0.214115771,1.394250638,1.285059124,0.121067286,0.173166301,0.028691626,0.012703136,15.22025587,0.530346216,0.000613664,-1.360153414,-0.904899137,0.630690935,-0.373160124,-0.373160124,-0.108258061,-0.147549047,0.082511556,0.131610215,,0.058374117,2.587822571,22.42482165,1.266570799,0.023913976,21.93636846
300208,2018,-0.835784314,0.99754902,-0.207330639,1.068999672,1.105923993,-0.199245956,0.259974305,-0.009310268,-0.003616611,15.25918019,0.479546298,0.005398053,-1.592176583,-2.42617829,0.732123936,-0.321017866,-0.321017866,-0.281153896,-0.38135851,-0.050693426,-0.018266691,,0.053101528,2.736228432,22.37279817,1.420374453,0.021172157,21.91793287
300208,2019,-0.403846154,0.983173077,0.593425648,1.366422177,2.13768655,-0.808108611,-0.809269422,-0.010569136,-0.00378163,15.75406103,0.248192688,-0.000821217,-1.067309515,,0.432616534,1.354511937,1.354511937,1.143456208,1.449516115,-0.07661029,0.04684916,,0.081008931,3.563437578,22.29309426,0.957786863,0.020393982,21.96371773
300212,2016,-0.298869144,0.053311793,0.114550995,0.860535785,1.267332055,-0.975347401,-0.573426693,0.010720879,0.004151962,15.96959504,0.362923484,0.005624547,0.89489641,-1.138558646,0.565685245,0.035950115,0.035950115,-7.3e-05,-0.088801018,0.136578324,0.121266357,,0.027449592,2.70270229,22.93377364,1.69479468,0.039916846,22.47173809
300212,2017,-0.095854922,-0.111398964,0.231412155,1.118085197,0.212719329,-1.056517149,-0.032998969,0.010854475,0.004021897,16.14168487,0.341099313,0.006419948,0.504687049,-1.186800486,0.479569454,0.086779195,0.086779195,0.085258643,0.058497051,0.277968051,0.380584108,,0.030343367,3.130738873,23.179045,1.681981444,0.029242675,22.79424477
